,Wine_Index,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,name
195,195,white,6.4,0.3,0.45,3.5,0.197,76.0,180.0,0.9942,3.02,0.39,9.1,6,'JSMartonnay'
196,196,white,6.4,0.29,0.44,3.6,0.197,75.0,183.0,0.9942,3.01,0.38,9.1,5,'Háourot Santowna Vin Cuvée 2016'
197,197,white,6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5,'Pätele Helqulssing Erpeter Nerorien Chardonnay 2021'
198,198,white,7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,'YYlossite'
199,199,white,6.8,0.26,0.24,7.8,0.052,54.0,214.0,0.9961,3.13,0.47,8.9,5,'My 2021'
200,200,white,6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5,'QD'
201,201,white,7.1,0.32,0.24,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5,'Fling Cherio IGT'
202,202,white,6.9,0.54,0.32,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,9.6,5,'TSardoine wine'
203,203,white,6.8,0.26,0.34,13.9,0.034,39.0,134.0,0.9949,3.33,0.53,12.0,6,'XÁnney 2019'
204,204,white,5.8,0.28,0.35,2.3,0.053,36.0,114.0,0.9924,3.28,0.5,10.2,4,'Hera Ponot Grmsido Temélien 2022'
205,205,white,6.4,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.43,8.8,5,'CPr Ory Claisine White BlMt deg & Leige Riedling 20'
206,206,white,7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,'Bru Souvignon Blanc 2022'
207,207,white,10.2,0.44,0.88,6.2,0.049,20.0,124.0,0.9968,2.99,0.51,9.9,4,'KMFre Vinerand 2022'
208,208,white,6.8,0.57,0.29,2.2,0.04,15.0,77.0,0.9938,3.32,0.74,10.2,5,'FHache white-wine'
209,209,white,6.1,0.4,0.31,0.9,0.048,23.0,170.0,0.993,3.22,0.77,9.5,6,'Dayarzzzaus Cherdon Blanc 2020'
210,210,white,5.6,0.245,0.25,9.7,0.032,12.0,68.0,0.994,3.31,0.34,10.5,5,'Jy Dy Souvignon Blanc 2022'
211,211,white,6.8,0.18,0.38,1.4,0.038,35.0,111.0,0.9918,3.32,0.59,11.2,7,'PToiVlian Cuandos Cellastian 2020'
212,212,white,7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,0.34,9.2,5,'VQ'
213,213,white,6.7,0.13,0.29,5.3,0.051,31.0,122.0,0.9944,3.44,0.37,9.7,6,'H2021'
214,214,white,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,'VQA'
215,215,white,5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,'Av'
216,216,white,7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5,'Mine'
217,217,white,5.8,0.26,0.24,9.2,0.044,55.0,152.0,0.9961,3.31,0.38,9.4,5,'VEd Châteaud Sengeanige Brut Sauvignon Blanc 2021'
218,218,white,5.7,0.28,0.24,17.5,0.044,60.0,167.0,0.9989,3.31,0.44,9.4,5,'YTEja Tarugne Extran Blanc 2021'
219,219,white,7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,0.32,11.0,5,'MOna 2018'
220,220,white,7.5,0.27,0.36,7.0,0.036,45.0,164.0,0.9939,3.03,0.33,11.0,5,'Bore Biscot Gerrgent Extra Ross Villy-Sède-Orranit '
221,221,white,7.2,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,6,'Blessine 2020'
222,222,white,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,7,'P2017'
223,223,white,6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,9.1,6,'Fé Chardonnay VQAC'
224,224,white,6.3,0.495,0.22,1.8,0.046,31.0,140.0,0.9929,3.39,0.54,10.4,6,'Weron Brut white winy 2021'
225,225,white,7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,'I9-Iv*ghiell Chpran XOCr Remerve Weint Chardonnay 2'
226,226,white,6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,'Töpquestinqurie 2019'
227,227,white,7.1,0.25,0.32,10.3,0.041,66.0,272.0,0.9969,3.17,0.52,9.1,6,'Mónnay/Sauvigon Signos Grigi 2021'
228,228,white,6.4,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6,'Onchinos Thalze Cack Berrgert Crosack 2022'
229,229,white,7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5,'FPrestine Mresice Top Sauvigno'
230,230,white,6.8,0.64,0.08,9.7,0.062,26.0,142.0,0.9972,3.37,0.46,8.9,4,'OgÖChardonnay 2020 Triecche Rasard Rabelya'
231,231,white,8.3,0.28,0.4,7.8,0.041,38.0,194.0,0.9976,3.34,0.51,9.6,6,'Cringana Cherini 2022'
232,232,white,8.2,0.27,0.39,7.8,0.039,49.0,208.0,0.9976,3.31,0.51,9.5,6,'Mã'
233,233,white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,'Söîngnay'
234,234,white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,'Wenfid VQA'
235,235,white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,"""Táünd Windey Weus Als Meincarzt 1rginia d'Acide Ses"""
236,236,white,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,6,'AEks Bagre Sarilion Semellier 2021'
237,237,white,6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,6,'DQA'
238,238,white,7.0,0.26,0.59,1.4,0.037,40.0,120.0,0.9918,3.34,0.41,11.1,7,'M19'
239,239,white,6.2,0.25,0.21,15.55,0.039,28.0,159.0,0.9982,3.48,0.64,9.6,6,'HMissing 2021'
240,240,white,7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,5,'Fissé Maper Robe Baundaumert Berfwios Grigio'
241,241,white,7.7,0.31,0.26,7.8,0.031,23.0,90.0,0.9944,3.13,0.5,10.4,5,'F Riesling'
242,242,white,7.1,0.21,0.37,2.4,0.026,23.0,100.0,0.9903,3.15,0.38,11.4,7,'Rée Sparkling 2017'
243,243,white,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,6,"'Saup, White white-wine 2009'"
244,244,white,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,'KKINFUFwies 2022'
245,245,white,6.1,0.18,0.36,2.0,0.038,20.0,249.5,0.9923,3.37,0.79,11.3,6,'VDy'
246,246,white,6.8,0.21,0.27,2.1,0.03,26.0,139.0,0.99,3.16,0.61,12.6,7,'OñCru Proces Chorden-de Broncer Vawne Barf Counerr '
247,247,white,5.8,0.2,0.27,1.4,0.031,12.0,77.0,0.9905,3.25,0.36,10.9,7,'Brit Org Magdrant Bya Beurge Varvinginge 2021'
248,248,white,5.6,0.19,0.26,1.4,0.03,12.0,76.0,0.9905,3.25,0.37,10.9,7,'Fú321'
249,249,white,6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,5,'XCiu Vienras'
250,250,white,5.9,0.21,0.28,4.6,0.053,40.0,199.0,0.9964,3.72,0.7,10.0,4,'VQA'
251,251,white,8.5,0.26,0.21,16.2,0.074,41.0,197.0,0.998,3.02,0.5,9.8,3,'PChera Brut whete Verdient Are-Tigolis Poëtewer Sel'
252,252,white,6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,5,'Ax1A'
253,253,white,5.8,0.24,0.44,3.5,0.029,5.0,109.0,0.9913,3.53,0.43,11.7,3,'DMÁtzer Trivionon Blanc 2018'
254,254,white,5.8,0.24,0.39,1.5,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,6,'Dàerdofsea DOC'
255,255,white,6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,8,'Tvelly Skh Atore Brut white-winery 2017'
256,256,white,6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7,'Cakine-Hescar Chardonnay Reservig 2021'
257,257,white,6.3,0.35,0.3,5.7,0.035,8.0,97.0,0.9927,3.27,0.41,11.0,7,'Honk Chardonnay 2022'
258,258,white,6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,6,'RFeper Blonc 2022'
259,259,white,5.8,0.36,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,0.34,11.4,4,'N Stotkets Vinsa Brut Fienclat Edgant Reserberd Cha'
260,260,white,6.9,0.115,0.35,5.4,0.048,36.0,108.0,0.9939,3.32,0.42,10.2,6,'Hretutsamentien Cruvine 2021'
261,261,white,6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,'XI*-IsADchetfila 2021'
262,262,white,6.9,0.28,0.4,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,10.2,5,'JVãino Sparconnay 2022'
263,263,white,7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,3.08,0.59,9.6,6,'D4)çSpari Kess 2022'
264,264,white,6.2,0.24,0.35,1.2,0.038,22.0,167.0,0.9912,3.1,0.48,10.6,6,'X670'
265,265,white,6.9,0.29,0.4,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5,'White Aranisting'
266,266,white,6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6,'LGietl Bernays White 2022'
267,267,white,5.3,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,3.34,0.57,9.7,5,'Ongne Granz 2017'
268,268,white,5.3,0.585,0.07,7.1,0.044,34.0,145.0,0.9945,3.34,0.57,9.7,6,'Q(CPreddarse 2021'
269,269,white,5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,6,'Kbergnarr Bo Polle-les Mardo Fianc 20Q7'
270,270,white,6.9,0.32,0.26,8.3,0.053,32.0,180.0,0.9965,3.25,0.51,9.2,6,'Dchy Bur Trgines Edenkyard Chardonnay'
271,271,white,5.2,0.6,0.07,7.0,0.044,33.0,147.0,0.9944,3.33,0.58,9.7,5,'POnger Picottaleri Riesling Tressich Trbinge'
272,272,white,5.8,0.25,0.26,13.1,0.051,44.0,148.0,0.9972,3.29,0.38,9.3,5,'KTT0919'
273,273,white,6.6,0.58,0.3,5.1,0.057,30.0,123.0,0.9949,3.24,0.38,9.0,5,'Killect Rosé Moranico Ile'
274,274,white,7.0,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,0.61,9.5,5,'Yepand Estres Brutke Nes Cla 2022'
275,275,white,6.6,0.19,0.41,8.9,0.046,51.0,169.0,0.9954,3.14,0.57,9.8,6,'Xdy & Fils Barnigne De Chardonnay 2021'
276,276,white,6.7,0.2,0.41,9.1,0.044,50.0,166.0,0.9954,3.14,0.58,9.8,6,'L3ch'
277,277,white,7.7,0.26,0.4,1.1,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5,'Zviède Ni'
278,278,white,6.8,0.32,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,0.47,10.6,4,'Hémanic 2022'
279,279,white,7.0,0.3,0.49,4.7,0.036,17.0,105.0,0.9916,3.26,0.68,12.4,7,'NSta Baunc W Anzielust White D8O'
280,280,white,7.0,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,0.38,12.6,8,'Sèpralinar Vineland/Chardonnay VQA'
281,281,white,6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,8,'ZÖ4Äë Tretis Brutier Herlagnit Cra 2019'
282,282,white,6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,0.65,10.5,4,'Anty Dry Vinvadan Pegrotions Erganie Der Cru 2021'
283,283,white,6.7,0.34,0.3,15.6,0.054,51.0,196.0,0.9982,3.19,0.49,9.3,5,'Wenger Lagming LeFèrdge Reserve Coante Griss 2022'
284,284,white,7.1,0.35,0.24,15.4,0.055,46.0,198.0,0.9988,3.12,0.49,8.8,5,'VQA'
285,285,white,7.3,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,3.08,0.47,8.8,5,'Rqusé Duparis Sparkling 2021'
286,286,white,6.5,0.28,0.33,15.7,0.053,51.0,190.0,0.9978,3.22,0.51,9.7,6,'Ltoninber Ageren Brut Cavier Sauvignon Blanc 2022'
287,287,white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,'Brot Sicherke NhBlat Diy Cruo Malicou DOC'
288,288,white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,'MÖAfOcinay 2020'
289,289,white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,'UUns Winfton-Thraze 2020'
290,290,white,7.2,0.23,0.39,14.2,0.058,49.0,192.0,0.9979,2.98,0.48,9.0,7,'YWinhe Riesling Pinnty Frigio Les Cusé Churin Ligno'
291,291,white,5.9,0.15,0.31,5.8,0.041,53.0,155.0,0.9945,3.52,0.46,10.5,6,'TFbrazina DOC'
292,292,white,7.4,0.28,0.42,19.8,0.066,53.0,195.0,1.0,2.96,0.44,9.1,5,'Xés Sèreerbenge Dill Vioblit 2021'
293,293,white,6.2,0.28,0.22,7.3,0.041,26.0,157.0,0.9957,3.44,0.64,9.8,7,'FGrine 2021'
294,294,white,9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,3.23,0.38,8.5,3,'ISXNchars Santia Chardonnay 2018'
295,295,white,6.3,0.33,0.27,1.2,0.046,34.0,175.0,0.9934,3.37,0.54,9.4,6,'UCgner Brici'
296,296,white,8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,3.09,0.57,9.4,5,'Mkui Mahergierse Gridstite Ne'
297,297,white,7.2,0.19,0.46,3.8,0.041,82.0,187.0,0.9932,3.19,0.6,11.2,7,'Töûczere Resert Sauvignon Blanc'
298,298,white,7.5,0.17,0.44,11.3,0.046,65.0,146.0,0.997,3.17,0.45,10.0,6,'M'
299,299,white,6.7,0.17,0.5,2.1,0.043,27.0,122.0,0.9923,3.15,0.45,10.3,6,'GWho Vinpyauss Chardonnay 2021'
300,300,white,6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6,'Dofana 2021'
301,301,white,8.3,0.2,0.35,0.9,0.05,12.0,74.0,0.992,3.13,0.38,10.5,6,'Cwhe Reservi 1elanci Winque Reervan 2021'
302,302,white,6.1,0.41,0.0,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,10.8,6,'Fylas 2022'
303,303,white,6.0,0.29,0.21,1.3,0.055,42.0,168.0,0.9914,3.32,0.43,11.1,6,'K(àDOt DO49 Lour Fewrol Servestion Chardonnay 2020'
304,304,white,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,'KEdze 2018'
305,305,white,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,'Blas Oetvagie Reserva white-wine 2021'
306,306,white,7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,3.2,0.41,9.9,5,"""Dj'Av"""
307,307,white,7.3,0.4,0.24,6.7,0.058,41.0,166.0,0.995,3.2,0.41,9.9,6,'Manco 2020'
308,308,white,6.2,0.33,0.27,4.9,0.036,30.0,134.0,0.9927,3.2,0.42,10.4,7,'N1373/VQA'
309,309,white,6.2,0.31,0.26,4.8,0.037,36.0,148.0,0.9928,3.21,0.41,10.4,6,'Roinot Brig'
310,310,white,6.1,0.36,0.27,2.1,0.035,16.0,100.0,0.9917,3.4,0.71,11.5,7,'Al Fruti Wei Lain Dianon Preszis 2021'
311,311,white,5.0,0.55,0.14,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,8,'Riera 2021'
312,312,white,7.8,0.25,0.41,3.7,0.042,37.0,149.0,0.9954,3.36,0.45,10.0,6,'Vürutin Vinearry Grigat 2019'
313,313,white,5.7,0.36,0.21,6.7,0.038,51.0,166.0,0.9941,3.29,0.63,10.0,6,'GPialle Matilo Bentrieux 2022'
314,314,white,5.8,0.34,0.21,6.6,0.04,50.0,167.0,0.9941,3.29,0.62,10.0,5,'Zmane Ch20'
315,315,white,6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.9934,3.09,0.44,9.1,6,'I4589 T53 Blasc Perdem Brut Crostics G Wine Sprikli'
316,316,white,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,'T'
317,317,white,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,'Unga Blanc 2022'
318,318,white,5.9,0.3,0.47,7.85,0.03,19.0,133.0,0.9933,3.52,0.43,11.5,7,'WÄ Riezling 2021'
319,319,white,6.1,0.125,0.25,3.3,0.04,10.0,69.0,0.9934,3.54,0.59,10.1,6,'ZTú020'
320,320,white,6.0,0.1,0.24,1.1,0.041,15.0,65.0,0.9927,3.61,0.61,10.3,7,'Uçhite-wine'
321,321,white,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,5,'Zôte Foumrayt Estaizt Chardonnay 2022'
322,322,white,6.8,0.25,0.34,4.7,0.031,34.0,134.0,0.9927,3.21,0.38,10.6,6,'K900'
323,323,white,6.8,0.28,0.44,9.3,0.031,35.0,137.0,0.9946,3.16,0.36,10.4,6,'Pürot Surieut dex Deare Dex Romée Reserves 13Im Wüa'
324,324,white,8.3,0.41,0.51,2.0,0.046,11.0,207.0,0.993,3.02,0.55,11.4,5,'Mlés GrandzOr 1er Sim Sileslasle Heensd Pinot Ghist'
325,325,white,7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,5,'Blys Gribicho Astation Reesting Ross Waine Grigit G'
326,326,white,7.9,0.26,0.41,15.15,0.04,38.0,216.0,0.9976,2.96,0.6,10.0,6,'TÁwdis Côte Blanct'
327,327,white,6.4,0.34,0.23,6.3,0.039,37.0,143.0,0.9944,3.19,0.65,10.0,6,'Cno Sauve Reserve Chardonnay KPME'
328,328,white,6.5,0.28,0.35,15.4,0.042,55.0,195.0,0.9978,3.23,0.5,9.6,6,'Enhilly'
329,329,white,7.2,0.21,0.41,1.3,0.036,33.0,85.0,0.992,3.17,0.51,10.4,5,'G& Jawutec Grigi Kresserves 2021'
330,330,white,6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,8,'Ani Blanc'
331,331,white,6.8,0.24,0.34,4.6,0.032,37.0,135.0,0.9927,3.2,0.39,10.6,5,'QAxcige Pinot Gyi Mitonet Ampüpico Sauvignon Beang '
332,332,white,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,'Repti 2022'
333,333,white,6.5,0.28,0.34,9.9,0.038,30.0,133.0,0.9954,3.11,0.44,9.8,5,'Unge Capiliog 2021'
334,334,white,5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,10.8,5,'ZPâte 9ro Coréea Dewurux Der Hinhllik 1en C'
335,335,white,6.3,0.23,0.3,1.8,0.033,16.0,91.0,0.9906,3.28,0.4,11.8,6,'MLablint Progicoro Dor Spgatzimer Rosé'
336,336,white,6.3,0.23,0.33,1.5,0.036,15.0,105.0,0.991,3.32,0.42,11.2,6,'Olvardonnay 2016'
337,337,white,5.8,0.27,0.27,12.3,0.045,55.0,170.0,0.9972,3.28,0.42,9.3,6,'VÖ40n Seraigona'
338,338,white,5.9,0.26,0.4,1.3,0.047,12.0,139.0,0.9945,3.45,0.53,10.4,5,'Gâtes Orpanscath'
339,339,white,6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.43,0.85,10.2,7,'Sverte Riesling D C'
340,340,white,7.4,0.2,0.43,7.8,0.045,27.0,153.0,0.9964,3.19,0.55,9.0,7,'Os Hauventrina Perciarts DrOgnier 2021'
341,341,white,8.0,0.24,0.36,1.5,0.047,17.0,129.0,0.9948,3.2,0.54,10.0,6,'Upla Mauve Chandonnay'
342,342,white,6.4,0.26,0.42,9.7,0.044,30.0,140.0,0.9962,3.18,0.47,9.1,6,'Isling 2021'
343,343,white,5.4,0.31,0.47,3.0,0.053,46.0,144.0,0.9931,3.29,0.76,10.0,5,'Q1'
344,344,white,5.4,0.29,0.47,3.0,0.052,47.0,145.0,0.993,3.29,0.75,10.0,6,"'IìSP,y Les Ferrive Grine Prghectiquih Rosé 2022'"
345,345,white,7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,6,'Eshlie'
346,346,white,5.6,0.34,0.1,1.3,0.031,20.0,68.0,0.9906,3.36,0.51,11.2,7,'Flid Sauvignon Blanc'
347,347,white,6.7,0.19,0.41,15.6,0.056,75.0,155.0,0.9995,3.2,0.44,8.8,6,'QEx Rofiele Argoite Wint Grinis Brand Chardonnay VQ'
348,348,white,7.8,0.18,0.46,13.6,0.052,38.0,118.0,0.998,3.15,0.5,10.0,6,'HVinit Des Crusanne 2017'
349,349,white,7.6,0.17,0.45,11.2,0.054,56.0,137.0,0.997,3.15,0.47,10.0,5,'Wurer Laid 3t Pienda Couvigion Pack Vignes Cundelbé'
350,350,white,6.3,0.12,0.36,2.1,0.044,47.0,146.0,0.9914,3.27,0.74,11.4,7,'Zynnty 1ewinay 2022'
351,351,white,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.3,11.9,7,'KPçofor Brut white-wine 2017'
352,352,white,5.5,0.335,0.3,2.5,0.071,27.0,128.0,0.9924,3.14,0.51,9.6,6,'Ccherr Grendo Grandanc 2021'
353,353,white,7.3,0.33,0.4,6.85,0.038,32.0,138.0,0.992,3.03,0.3,11.9,7,'Js Resserblo La Blanc 2022'
354,354,white,5.8,0.4,0.42,4.4,0.047,38.5,245.0,0.9937,3.25,0.57,9.6,6,'NYPrad Riesling'
355,355,white,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,6,'Qú'
356,356,white,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,6,'IGâët'
357,357,white,6.1,0.36,0.33,1.1,0.05,24.0,169.0,0.9927,3.15,0.78,9.5,6,'KENcoklis VQA'
358,358,white,10.0,0.2,0.39,1.4,0.05,19.0,152.0,0.994,3.0,0.42,10.4,6,'XPRoument Kequre 2017'
359,359,white,6.9,0.24,0.34,4.7,0.04,43.0,161.0,0.9935,3.2,0.59,10.6,6,'Squve Spankling 2015'
360,360,white,6.4,0.24,0.32,14.9,0.047,54.0,162.0,0.9968,3.28,0.5,10.2,6,'Tvess Kesvine Sauvilnon Blanc'
361,361,white,7.1,0.365,0.14,1.2,0.055,24.0,84.0,0.9941,3.15,0.43,8.9,5,'XCVQ'
362,362,white,6.8,0.15,0.3,5.3,0.05,40.0,127.0,0.9942,3.4,0.39,9.7,6,'Rietri 2018'
363,363,white,7.3,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,0.38,9.0,6,'Püla 2021'
364,364,white,6.8,0.16,0.4,2.3,0.037,18.0,102.0,0.9923,3.49,0.42,11.4,7,"'O8,'"
365,365,white,6.0,0.26,0.32,3.5,0.028,29.0,113.0,0.9912,3.4,0.71,12.3,7,'XHling 2022'
366,366,white,6.0,0.18,0.27,1.5,0.089,40.0,143.0,0.9923,3.49,0.62,10.8,6,'HWill & Oca Vilquer Resér Pondra Pinot-Grigio'
367,367,white,6.9,0.33,0.21,1.0,0.053,39.0,148.0,0.9927,3.12,0.45,9.4,6,'Atlino Tiartid Grizita Vineyarde 2019'
368,368,white,7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,3.17,0.64,10.6,6,'Cellavi 2021'
369,369,white,7.1,0.39,0.35,12.5,0.044,26.0,72.0,0.9941,3.17,0.29,11.6,5,'Lommingen Höwniau Mossbyom Reber 2022'
370,370,white,6.9,0.33,0.21,1.0,0.053,39.0,148.0,0.9927,3.12,0.45,9.4,6,"'Y, Cavet Mordinier Nientide Mastion 20Ro Byarksont '"
371,371,white,7.7,0.29,0.48,2.3,0.049,36.0,178.0,0.9931,3.17,0.64,10.6,6,'Druve-Redera Dry Riser Nerry Chardonnay 2021'
372,372,white,6.6,0.905,0.19,0.8,0.048,17.0,204.0,0.9934,3.34,0.56,10.0,5,'Uxzrat Rosé 2022'
373,373,white,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6,'VQW Rioghing 2022'
374,374,white,5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7,'G#059'
375,375,white,5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7,'ZãZ*n & Caun Arm Riesorgse Riesling VQA'
376,376,white,6.4,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,3.32,0.51,10.4,7,'Lôte-Olagney Vessernaust Vée les Merminge Branc 202'
377,377,white,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,7,'Ol Crus Schartot Chaplin Rosé VQ4'
378,378,white,5.7,0.32,0.5,2.6,0.049,17.0,155.0,0.9927,3.22,0.64,10.0,6,'Crée 2021'
379,379,white,6.4,0.31,0.28,1.5,0.037,12.0,119.0,0.9919,3.32,0.51,10.4,7,'C219'
380,380,white,7.3,0.2,0.44,1.4,0.045,21.0,98.0,0.9924,3.15,0.46,10.0,7,'G1h Illtine Spers White white-Murilberg Cruvigno'
381,381,white,7.2,0.28,0.26,12.5,0.046,48.0,179.0,0.9975,3.1,0.52,9.0,6,'Mâtekland Grine da Pinat Grande VQA'
382,382,white,7.5,0.35,0.28,9.6,0.051,26.0,157.0,0.9969,3.12,0.53,9.2,6,'HVQC'
383,383,white,7.2,0.27,0.27,2.4,0.048,30.0,149.0,0.9936,3.1,0.51,9.2,6,'V20 2019'
384,384,white,6.0,0.36,0.39,3.2,0.027,20.0,125.0,0.991,3.38,0.39,11.3,7,'ZFRée 2022'
385,385,white,5.1,0.33,0.22,1.6,0.027,18.0,89.0,0.9893,3.51,0.38,12.5,7,'Whand Rése 2021'
386,386,white,5.0,0.17,0.56,1.5,0.026,24.0,115.0,0.9906,3.48,0.39,10.8,7,'Huy Sèrét Chardonnay 2020'
387,387,white,6.3,0.39,0.35,5.9,0.04,82.5,260.0,0.9941,3.12,0.66,10.1,5,'Mzyar Chardonnay Sparkling Brut'
388,388,white,6.7,0.21,0.32,5.4,0.047,29.0,140.0,0.995,3.39,0.46,9.7,6,"""Sãé K'ãã 0mandess Gris 2021"""
389,389,white,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3,7,'U1Ö5'
390,390,white,7.0,0.3,0.38,14.9,0.032,60.0,181.0,0.9983,3.18,0.61,9.3,7,'Zdis Brut Rose Valon Grande 2022'
391,391,white,6.5,0.36,0.32,1.1,0.031,13.0,66.0,0.9916,3.1,0.46,10.6,5,'Zëtert Chardonnay'
